Date,Location,Crop_Type,Growth_Stage,Pest_Management,Planting_Season
2023-09-16,Illinois,Soybeans,Flowering,Chemical Control,Fall
2023-09-17,Illinois,Rice,Seedling,Chemical Control,Fall
2023-09-18,Illinois,Wheat,Vegetative,No Control,Fall
2023-09-19,Illinois,Soybeans,Mature,Biological Control,Fall
2023-09-20,Illinois,Soybeans,Mature,Chemical Control,Fall
2023-09-21,Illinois,Cotton,Seedling,Cultural Control,Fall
2023-09-22,Illinois,Rice,Fruiting,Biological Control,Fall
2023-09-23,Illinois,Rice,Fruiting,Biological Control,Fall
2023-09-24,Illinois,Rice,Seedling,No Control,Fall
2023-09-25,Illinois,Rice,Seedling,No Control,Fall
2023-09-26,Illinois,Soybeans,Mature,Chemical Control,Fall
2023-09-27,Illinois,Rice,Mature,No Control,Fall
2023-09-28,Illinois,Cotton,Flowering,Biological Control,Fall
2023-09-29,Illinois,Rice,Fruiting,No Control,Fall
2023-09-30,Illinois,Wheat,Seedling,Chemical Control,Fall
2023-10-01,Illinois,Rice,Mature,Cultural Control,Fall
2023-10-02,Illinois,Rice,Vegetative,Biological Control,Fall
2023-10-03,Illinois,Cotton,Fruiting,Biological Control,Fall
2023-10-04,Illinois,Cotton,Flowering,Chemical Control,Fall
2023-10-05,Illinois,Cotton,Mature,Cultural Control,Fall
2023-10-06,Illinois,Cotton,Vegetative,Chemical Control,Fall
2023-10-07,Illinois,Cotton,Mature,Cultural Control,Fall
2023-10-08,Illinois,Wheat,Vegetative,Cultural Control,Fall
2023-10-09,Illinois,Rice,Flowering,Chemical Control,Fall
2023-10-10,Illinois,Wheat,Vegetative,Cultural Control,Fall
2023-10-11,Illinois,Soybeans,Vegetative,Cultural Control,Fall
2023-10-12,Illinois,Wheat,Vegetative,Chemical Control,Fall
2023-10-13,Illinois,Cotton,Vegetative,Chemical Control,Fall
2023-10-14,Illinois,Soybeans,Flowering,Chemical Control,Fall
2023-10-15,Illinois,Cotton,Flowering,No Control,Fall
2023-10-16,Illinois,Rice,Mature,Biological Control,Fall
2023-10-17,Illinois,Soybeans,Mature,Biological Control,Fall
2023-10-18,Illinois,Rice,Seedling,Cultural Control,Fall
2023-10-19,Illinois,Soybeans,Mature,Biological Control,Fall
2023-10-20,Illinois,Corn,Mature,Chemical Control,Fall
2023-10-21,Illinois,Cotton,Mature,No Control,Fall
2023-10-22,Illinois,Soybeans,Vegetative,No Control,Fall
2023-10-23,Illinois,Rice,Mature,No Control,Fall
2023-10-24,Illinois,Corn,Vegetative,Cultural Control,Fall
2023-10-25,Illinois,Soybeans,Fruiting,Chemical Control,Fall
2023-10-26,Illinois,Soybeans,Seedling,No Control,Fall
2023-10-27,Illinois,Cotton,Mature,Chemical Control,Fall
2023-10-28,Illinois,Rice,Seedling,Cultural Control,Fall
2023-10-29,Illinois,Soybeans,Fruiting,No Control,Fall
2023-10-30,Illinois,Corn,Mature,No Control,Fall
2023-10-31,Illinois,Corn,Mature,Cultural Control,Fall
2023-11-01,Illinois,Wheat,Mature,Chemical Control,Fall
2023-11-02,Illinois,Cotton,Flowering,No Control,Fall
2023-11-03,Illinois,Wheat,Vegetative,Biological Control,Fall
2023-11-04,Illinois,Soybeans,Fruiting,Cultural Control,Fall
2023-11-05,Illinois,Rice,Mature,Chemical Control,Fall
2023-11-06,Illinois,Cotton,Vegetative,Chemical Control,Fall
2023-11-07,Illinois,Soybeans,Vegetative,Biological Control,Fall
2023-11-08,Illinois,Soybeans,Mature,Cultural Control,Fall
2023-11-09,Illinois,Cotton,Mature,Chemical Control,Fall
2023-11-10,Illinois,Cotton,Vegetative,Cultural Control,Fall
2023-11-11,Illinois,Corn,Vegetative,Chemical Control,Fall
2023-11-12,Illinois,Corn,Flowering,No Control,Fall
2023-11-13,Illinois,Rice,Flowering,Biological Control,Fall
2023-11-14,Illinois,Corn,Vegetative,Cultural Control,Fall
2023-11-15,Illinois,Corn,Mature,Cultural Control,Fall
2023-11-16,Illinois,Cotton,Mature,Cultural Control,Fall
2023-11-17,Illinois,Wheat,Mature,Biological Control,Fall
2023-11-18,Illinois,Rice,Flowering,Chemical Control,Fall
2023-11-19,Illinois,Rice,Mature,Cultural Control,Fall
2023-11-20,Illinois,Corn,Mature,Chemical Control,Fall
2023-11-21,Illinois,Soybeans,Seedling,Biological Control,Fall
2023-11-22,Illinois,Wheat,Flowering,Biological Control,Fall
2023-11-23,Illinois,Cotton,Flowering,Biological Control,Fall
2023-11-24,Illinois,Rice,Fruiting,Cultural Control,Fall
2023-11-25,Illinois,Rice,Vegetative,No Control,Fall
2023-11-26,Illinois,Soybeans,Mature,Cultural Control,Fall
2023-11-27,Illinois,Rice,Seedling,Biological Control,Fall
2023-11-28,Illinois,Cotton,Flowering,Biological Control,Fall
2023-11-29,Illinois,Wheat,Mature,No Control,Fall
2023-11-30,Illinois,Rice,Fruiting,Biological Control,Fall
2023-12-01,Illinois,Wheat,Flowering,Cultural Control,Winter
2023-12-02,Illinois,Wheat,Fruiting,Chemical Control,Winter
2023-12-03,Illinois,Corn,Seedling,No Control,Winter
2023-12-04,Illinois,Soybeans,Fruiting,Biological Control,Winter
2023-12-05,Illinois,Rice,Flowering,Biological Control,Winter
2023-12-06,Illinois,Rice,Mature,Cultural Control,Winter
2023-12-07,Illinois,Wheat,Fruiting,Biological Control,Winter
2023-12-08,Illinois,Rice,Fruiting,No Control,Winter
2023-12-09,Illinois,Soybeans,Mature,Cultural Control,Winter
2023-12-10,Illinois,Rice,Flowering,Cultural Control,Winter
2023-12-11,Illinois,Rice,Fruiting,Cultural Control,Winter
2023-12-12,Illinois,Soybeans,Fruiting,Biological Control,Winter
2023-12-13,Illinois,Wheat,Mature,Biological Control,Winter
2023-12-14,Illinois,Wheat,Fruiting,Cultural Control,Winter
2023-12-15,Illinois,Rice,Vegetative,Biological Control,Winter
2023-12-16,Illinois,Wheat,Fruiting,Cultural Control,Winter
2023-12-17,Illinois,Rice,Fruiting,No Control,Winter
2023-12-18,Illinois,Soybeans,Mature,Cultural Control,Winter
2023-12-19,Illinois,Corn,Vegetative,No Control,Winter
2023-12-20,Illinois,Corn,Flowering,Cultural Control,Winter
2023-12-21,Illinois,Wheat,Flowering,Chemical Control,Winter
2023-12-22,Illinois,Wheat,Seedling,Biological Control,Winter
2023-12-23,Illinois,Wheat,Flowering,Cultural Control,Winter
2023-12-24,Illinois,Wheat,Vegetative,Chemical Control,Winter
2023-12-25,Illinois,Soybeans,Fruiting,Cultural Control,Winter
2023-12-26,Illinois,Cotton,Fruiting,Cultural Control,Winter
2023-12-27,Illinois,Soybeans,Seedling,Chemical Control,Winter
2023-12-28,Illinois,Corn,Seedling,Biological Control,Winter
2023-12-29,Illinois,Wheat,Mature,Cultural Control,Winter
2023-12-30,Illinois,Corn,Flowering,Chemical Control,Winter
2023-12-31,Illinois,Rice,Mature,Biological Control,Winter
2023-01-01,Nebraska,Rice,Flowering,Cultural Control,Winter
2023-01-02,Nebraska,Corn,Flowering,No Control,Winter
2023-01-03,Nebraska,Corn,Seedling,No Control,Winter
2023-01-04,Nebraska,Rice,Mature,Cultural Control,Winter
2023-01-05,Nebraska,Soybeans,Fruiting,Biological Control,Winter
2023-01-06,Nebraska,Corn,Seedling,No Control,Winter
2023-01-07,Nebraska,Corn,Vegetative,Cultural Control,Winter
2023-01-08,Nebraska,Rice,Vegetative,Biological Control,Winter
2023-01-09,Nebraska,Wheat,Fruiting,Chemical Control,Winter
2023-01-10,Nebraska,Corn,Flowering,Cultural Control,Winter
2023-01-11,Nebraska,Corn,Fruiting,Biological Control,Winter
2023-01-12,Nebraska,Cotton,Seedling,Cultural Control,Winter
2023-01-13,Nebraska,Cotton,Mature,No Control,Winter
2023-01-14,Nebraska,Corn,Fruiting,Biological Control,Winter
2023-01-15,Nebraska,Rice,Vegetative,No Control,Winter
2023-01-16,Nebraska,Wheat,Vegetative,Biological Control,Winter
2023-01-17,Nebraska,Rice,Seedling,Chemical Control,Winter
2023-01-18,Nebraska,Rice,Seedling,Biological Control,Winter
2023-01-19,Nebraska,Wheat,Flowering,No Control,Winter
2023-01-20,Nebraska,Rice,Seedling,Cultural Control,Winter
2023-01-21,Nebraska,Wheat,Fruiting,Chemical Control,Winter
2023-01-22,Nebraska,Soybeans,Mature,Chemical Control,Winter
2023-01-23,Nebraska,Soybeans,Seedling,Chemical Control,Winter
2023-01-24,Nebraska,Rice,Fruiting,No Control,Winter
2023-01-25,Nebraska,Cotton,Seedling,No Control,Winter
2023-01-26,Nebraska,Soybeans,Flowering,No Control,Winter
2023-01-27,Nebraska,Rice,Fruiting,No Control,Winter
2023-01-28,Nebraska,Wheat,Flowering,Cultural Control,Winter
2023-01-29,Nebraska,Corn,Seedling,Chemical Control,Winter
2023-01-30,Nebraska,Rice,Seedling,Chemical Control,Winter
2023-01-31,Nebraska,Rice,Seedling,Cultural Control,Winter
2023-02-01,Nebraska,Rice,Fruiting,Cultural Control,Winter
2023-02-02,Nebraska,Soybeans,Flowering,Chemical Control,Winter
2023-02-03,Nebraska,Rice,Flowering,Biological Control,Winter
2023-02-04,Nebraska,Wheat,Fruiting,Cultural Control,Winter
2023-02-05,Nebraska,Cotton,Seedling,Biological Control,Winter
2023-02-06,Nebraska,Corn,Seedling,Chemical Control,Winter
2023-02-07,Nebraska,Soybeans,Vegetative,Chemical Control,Winter
2023-02-08,Nebraska,Corn,Vegetative,No Control,Winter
2023-02-09,Nebraska,Rice,Fruiting,Cultural Control,Winter
2023-02-10,Nebraska,Soybeans,Fruiting,Chemical Control,Winter
2023-02-11,Nebraska,Rice,Flowering,No Control,Winter
2023-02-12,Nebraska,Soybeans,Mature,No Control,Winter
2023-02-13,Nebraska,Cotton,Mature,Cultural Control,Winter
2023-02-14,Nebraska,Soybeans,Mature,Cultural Control,Winter
2023-02-15,Nebraska,Rice,Vegetative,Cultural Control,Winter
2023-02-16,Nebraska,Cotton,Mature,Biological Control,Winter
2023-02-17,Nebraska,Cotton,Seedling,Chemical Control,Winter
2023-02-18,Nebraska,Cotton,Fruiting,Chemical Control,Winter
2023-02-19,Nebraska,Rice,Mature,No Control,Winter
2023-02-20,Nebraska,Cotton,Mature,Chemical Control,Winter
2023-02-21,Nebraska,Cotton,Vegetative,Biological Control,Winter
2023-02-22,Nebraska,Cotton,Vegetative,Chemical Control,Winter
2023-02-23,Nebraska,Wheat,Mature,Biological Control,Winter
2023-02-24,Nebraska,Soybeans,Flowering,Cultural Control,Winter
2023-02-25,Nebraska,Cotton,Fruiting,Biological Control,Winter
2023-02-26,Nebraska,Soybeans,Flowering,Cultural Control,Winter
2023-02-27,Nebraska,Soybeans,Flowering,No Control,Winter
2023-02-28,Nebraska,Rice,Mature,Biological Control,Winter
2023-03-01,Nebraska,Corn,Fruiting,Chemical Control,Spring
2023-03-02,Nebraska,Rice,Mature,No Control,Spring
2023-03-03,Nebraska,Soybeans,Vegetative,Biological Control,Spring
2023-03-04,Nebraska,Corn,Flowering,Biological Control,Spring
2023-03-05,Nebraska,Corn,Seedling,Chemical Control,Spring
2023-03-06,Nebraska,Cotton,Mature,Cultural Control,Spring
2023-03-07,Nebraska,Rice,Flowering,Chemical Control,Spring
2023-03-08,Nebraska,Soybeans,Seedling,Cultural Control,Spring
2023-03-09,Nebraska,Rice,Seedling,No Control,Spring
2023-03-10,Nebraska,Wheat,Mature,Cultural Control,Spring
2023-03-11,Nebraska,Cotton,Fruiting,Cultural Control,Spring
2023-03-12,Nebraska,Cotton,Vegetative,Cultural Control,Spring
2023-03-13,Nebraska,Wheat,Mature,No Control,Spring
2023-03-14,Nebraska,Wheat,Vegetative,No Control,Spring
2023-03-15,Nebraska,Cotton,Vegetative,Chemical Control,Spring
2023-03-16,Nebraska,Cotton,Fruiting,Biological Control,Spring
2023-03-17,Nebraska,Corn,Flowering,No Control,Spring
2023-03-18,Nebraska,Corn,Vegetative,Cultural Control,Spring
2023-03-19,Nebraska,Corn,Seedling,Cultural Control,Spring
2023-03-20,Nebraska,Cotton,Fruiting,Cultural Control,Spring
2023-03-21,Nebraska,Wheat,Vegetative,Biological Control,Spring
2023-03-22,Nebraska,Corn,Flowering,No Control,Spring
2023-03-23,Nebraska,Soybeans,Seedling,Biological Control,Spring
2023-03-24,Nebraska,Wheat,Fruiting,Cultural Control,Spring
2023-03-25,Nebraska,Corn,Flowering,Cultural Control,Spring
2023-03-26,Nebraska,Rice,Flowering,Biological Control,Spring
2023-03-27,Nebraska,Soybeans,Seedling,Cultural Control,Spring
2023-03-28,Nebraska,Soybeans,Flowering,Biological Control,Spring
2023-03-29,Nebraska,Wheat,Mature,No Control,Spring
2023-03-30,Nebraska,Corn,Seedling,Cultural Control,Spring
2023-03-31,Nebraska,Cotton,Vegetative,Biological Control,Spring
2023-04-01,Nebraska,Rice,Vegetative,Chemical Control,Spring
2023-04-02,Nebraska,Corn,Seedling,Chemical Control,Spring
2023-04-03,Nebraska,Corn,Fruiting,No Control,Spring
2023-04-04,Nebraska,Wheat,Fruiting,Biological Control,Spring
2023-04-05,Nebraska,Rice,Mature,No Control,Spring
2023-04-06,Nebraska,Wheat,Fruiting,No Control,Spring
2023-04-07,Nebraska,Cotton,Mature,Chemical Control,Spring
2023-04-08,Nebraska,Wheat,Mature,Biological Control,Spring
2023-04-09,Nebraska,Corn,Fruiting,Cultural Control,Spring
2023-04-10,Nebraska,Wheat,Mature,No Control,Spring
2023-04-11,Nebraska,Cotton,Mature,No Control,Spring
2023-04-12,Nebraska,Rice,Vegetative,Cultural Control,Spring
2023-04-13,Nebraska,Cotton,Flowering,Cultural Control,Spring
2023-04-14,Nebraska,Soybeans,Flowering,No Control,Spring
2023-04-15,Nebraska,Corn,Fruiting,Chemical Control,Spring
2023-04-16,Nebraska,Wheat,Seedling,No Control,Spring
2023-04-17,Nebraska,Soybeans,Mature,Cultural Control,Spring
2023-04-18,Nebraska,Wheat,Vegetative,Biological Control,Spring
2023-04-19,Nebraska,Corn,Mature,No Control,Spring
2023-04-20,Nebraska,Corn,Seedling,Chemical Control,Spring
2023-04-21,Nebraska,Cotton,Mature,No Control,Spring
2023-04-22,Nebraska,Rice,Vegetative,Cultural Control,Spring
2023-04-23,Nebraska,Corn,Mature,Biological Control,Spring
2023-04-24,Nebraska,Corn,Flowering,Cultural Control,Spring
2023-04-25,Nebraska,Wheat,Vegetative,Chemical Control,Spring
2023-04-26,Nebraska,Soybeans,Flowering,Chemical Control,Spring
2023-04-27,Nebraska,Cotton,Vegetative,Biological Control,Spring
2023-04-28,Nebraska,Wheat,Flowering,Chemical Control,Spring
2023-04-29,Nebraska,Rice,Fruiting,No Control,Spring
2023-04-30,Nebraska,Corn,Fruiting,Biological Control,Spring
2023-05-01,Nebraska,Cotton,Flowering,Chemical Control,Spring
2023-05-02,Nebraska,Cotton,Vegetative,Biological Control,Spring
2023-05-03,Nebraska,Corn,Seedling,Chemical Control,Spring
2023-05-04,Nebraska,Rice,Vegetative,Cultural Control,Spring
2023-05-05,Nebraska,Cotton,Fruiting,Biological Control,Spring
2023-05-06,Nebraska,Wheat,Vegetative,No Control,Spring
2023-05-07,Nebraska,Cotton,Fruiting,No Control,Spring
2023-05-08,Nebraska,Rice,Mature,No Control,Spring
2023-05-09,Nebraska,Corn,Mature,Biological Control,Spring
2023-05-10,Nebraska,Rice,Mature,Chemical Control,Spring
2023-05-11,Nebraska,Soybeans,Mature,Biological Control,Spring
2023-05-12,Nebraska,Wheat,Mature,Cultural Control,Spring
2023-05-13,Nebraska,Soybeans,Flowering,Biological Control,Spring
2023-05-14,Nebraska,Corn,Mature,Chemical Control,Spring
2023-05-15,Nebraska,Soybeans,Flowering,Cultural Control,Spring
2023-05-16,Nebraska,Corn,Flowering,Chemical Control,Spring
2023-05-17,Nebraska,Corn,Fruiting,Chemical Control,Spring
2023-05-18,Nebraska,Wheat,Vegetative,No Control,Spring
2023-05-19,Nebraska,Wheat,Fruiting,Biological Control,Spring
2023-05-20,Nebraska,Cotton,Mature,Chemical Control,Spring
2023-05-21,Nebraska,Cotton,Seedling,Chemical Control,Spring
2023-05-22,Nebraska,Wheat,Mature,Biological Control,Spring
2023-05-23,Nebraska,Wheat,Vegetative,Chemical Control,Spring
2023-05-24,Nebraska,Corn,Seedling,Chemical Control,Spring
2023-05-25,Nebraska,Wheat,Seedling,Cultural Control,Spring
2023-05-26,Nebraska,Rice,Seedling,Biological Control,Spring
2023-05-27,Nebraska,Cotton,Flowering,No Control,Spring
2023-05-28,Nebraska,Cotton,Mature,Biological Control,Spring
2023-05-29,Nebraska,Rice,Flowering,Biological Control,Spring
2023-05-30,Nebraska,Wheat,Seedling,No Control,Spring
2023-05-31,Nebraska,Rice,Vegetative,No Control,Spring
2023-06-01,Nebraska,Cotton,Mature,No Control,Summer
2023-06-02,Nebraska,Rice,Seedling,Biological Control,Summer
2023-06-03,Nebraska,Rice,Fruiting,Chemical Control,Summer
2023-06-04,Nebraska,Rice,Fruiting,Biological Control,Summer
2023-06-05,Nebraska,Rice,Fruiting,Biological Control,Summer
2023-06-06,Nebraska,Corn,Mature,Cultural Control,Summer
2023-06-07,Nebraska,Rice,Fruiting,Biological Control,Summer
2023-06-08,Nebraska,Soybeans,Fruiting,Chemical Control,Summer
2023-06-09,Nebraska,Rice,Seedling,Biological Control,Summer
2023-06-10,Nebraska,Rice,Flowering,Biological Control,Summer
2023-06-11,Nebraska,Rice,Seedling,No Control,Summer
2023-06-12,Nebraska,Cotton,Vegetative,Chemical Control,Summer
2023-06-13,Nebraska,Soybeans,Fruiting,Cultural Control,Summer
2023-06-14,Nebraska,Soybeans,Mature,No Control,Summer
2023-06-15,Nebraska,Corn,Mature,Cultural Control,Summer
2023-06-16,Nebraska,Cotton,Mature,Chemical Control,Summer
2023-06-17,Nebraska,Corn,Mature,No Control,Summer
2023-06-18,Nebraska,Rice,Seedling,Biological Control,Summer
2023-06-19,Nebraska,Wheat,Vegetative,Biological Control,Summer
2023-06-20,Nebraska,Cotton,Fruiting,Biological Control,Summer
2023-06-21,Nebraska,Corn,Seedling,Chemical Control,Summer
2023-06-22,Nebraska,Soybeans,Fruiting,Biological Control,Summer
2023-06-23,Nebraska,Corn,Mature,Biological Control,Summer
2023-06-24,Nebraska,Corn,Fruiting,Cultural Control,Summer
2023-06-25,Nebraska,Corn,Mature,Chemical Control,Summer
2023-06-26,Nebraska,Cotton,Vegetative,Biological Control,Summer
2023-06-27,Nebraska,Cotton,Flowering,Cultural Control,Summer
2023-06-28,Nebraska,Soybeans,Vegetative,Chemical Control,Summer
2023-06-29,Nebraska,Soybeans,Fruiting,Cultural Control,Summer
2023-06-30,Nebraska,Rice,Vegetative,Cultural Control,Summer
2023-07-01,Nebraska,Corn,Flowering,No Control,Summer
2023-07-02,Nebraska,Soybeans,Seedling,Cultural Control,Summer
2023-07-03,Nebraska,Cotton,Fruiting,Cultural Control,Summer
2023-07-04,Nebraska,Wheat,Vegetative,Cultural Control,Summer
2023-07-05,Nebraska,Cotton,Seedling,Chemical Control,Summer
2023-07-06,Nebraska,Rice,Fruiting,No Control,Summer
2023-07-07,Nebraska,Wheat,Mature,Biological Control,Summer
2023-07-08,Nebraska,Cotton,Flowering,No Control,Summer
2023-07-09,Nebraska,Corn,Vegetative,Biological Control,Summer
2023-07-10,Nebraska,Cotton,Seedling,Chemical Control,Summer
2023-07-11,Nebraska,Rice,Mature,Chemical Control,Summer
2023-07-12,Nebraska,Soybeans,Flowering,Biological Control,Summer
2023-07-13,Nebraska,Cotton,Fruiting,Cultural Control,Summer
2023-07-14,Nebraska,Corn,Flowering,Chemical Control,Summer
2023-07-15,Nebraska,Soybeans,Fruiting,Chemical Control,Summer
2023-07-16,Nebraska,Wheat,Flowering,Chemical Control,Summer
2023-07-17,Nebraska,Soybeans,Mature,Chemical Control,Summer
2023-07-18,Nebraska,Soybeans,Fruiting,Cultural Control,Summer
2023-07-19,Nebraska,Corn,Mature,Chemical Control,Summer
2023-07-20,Nebraska,Rice,Vegetative,No Control,Summer
2023-07-21,Nebraska,Rice,Seedling,No Control,Summer
2023-07-22,Nebraska,Corn,Vegetative,No Control,Summer
2023-07-23,Nebraska,Soybeans,Vegetative,Biological Control,Summer
2023-07-24,Nebraska,Wheat,Fruiting,Cultural Control,Summer
2023-07-25,Nebraska,Cotton,Fruiting,No Control,Summer
2023-07-26,Nebraska,Rice,Flowering,Biological Control,Summer
2023-07-27,Nebraska,Wheat,Vegetative,Biological Control,Summer
2023-07-28,Nebraska,Wheat,Mature,Cultural Control,Summer
2023-07-29,Nebraska,Cotton,Seedling,Biological Control,Summer
2023-07-30,Nebraska,Corn,Flowering,Biological Control,Summer
2023-07-31,Nebraska,Rice,Flowering,Cultural Control,Summer
2023-08-01,Nebraska,Soybeans,Fruiting,No Control,Summer
2023-08-02,Nebraska,Corn,Fruiting,Biological Control,Summer
2023-08-03,Nebraska,Wheat,Vegetative,Chemical Control,Summer
2023-08-04,Nebraska,Cotton,Seedling,Biological Control,Summer
2023-08-05,Nebraska,Wheat,Fruiting,Chemical Control,Summer
2023-08-06,Nebraska,Corn,Flowering,No Control,Summer
2023-08-07,Nebraska,Cotton,Vegetative,Chemical Control,Summer
2023-08-08,Nebraska,Soybeans,Seedling,Cultural Control,Summer
2023-08-09,Nebraska,Wheat,Fruiting,No Control,Summer
2023-08-10,Nebraska,Cotton,Flowering,No Control,Summer
2023-08-11,Nebraska,Wheat,Flowering,Biological Control,Summer
2023-08-12,Nebraska,Soybeans,Mature,Biological Control,Summer
2023-08-13,Nebraska,Cotton,Fruiting,Chemical Control,Summer
2023-08-14,Nebraska,Soybeans,Mature,No Control,Summer
2023-08-15,Nebraska,Wheat,Vegetative,Biological Control,Summer
2023-08-16,Nebraska,Wheat,Vegetative,No Control,Summer
2023-08-17,Nebraska,Rice,Fruiting,No Control,Summer
2023-08-18,Nebraska,Wheat,Fruiting,No Control,Summer
2023-08-19,Nebraska,Cotton,Vegetative,No Control,Summer
2023-08-20,Nebraska,Corn,Flowering,Biological Control,Summer
2023-08-21,Nebraska,Rice,Fruiting,No Control,Summer
2023-08-22,Nebraska,Soybeans,Vegetative,Biological Control,Summer
2023-08-23,Nebraska,Rice,Flowering,Cultural Control,Summer
2023-08-24,Nebraska,Wheat,Vegetative,Biological Control,Summer
2023-08-25,Nebraska,Rice,Fruiting,Cultural Control,Summer
2023-08-26,Nebraska,Rice,Flowering,Biological Control,Summer
2023-08-27,Nebraska,Corn,Flowering,Chemical Control,Summer
2023-08-28,Nebraska,Rice,Flowering,Biological Control,Summer
2023-08-29,Nebraska,Cotton,Mature,No Control,Summer
2023-08-30,Nebraska,Corn,Mature,Cultural Control,Summer
2023-08-31,Nebraska,Wheat,Vegetative,Cultural Control,Summer
2023-09-01,Nebraska,Soybeans,Mature,Cultural Control,Fall
2023-09-02,Nebraska,Soybeans,Seedling,Chemical Control,Fall
2023-09-03,Nebraska,Rice,Vegetative,Biological Control,Fall
2023-09-04,Nebraska,Soybeans,Fruiting,Chemical Control,Fall
2023-09-05,Nebraska,Wheat,Flowering,Cultural Control,Fall
2023-09-06,Nebraska,Rice,Flowering,Cultural Control,Fall
2023-09-07,Nebraska,Soybeans,Fruiting,Chemical Control,Fall
2023-09-08,Nebraska,Corn,Fruiting,Cultural Control,Fall
2023-09-09,Nebraska,Soybeans,Vegetative,Biological Control,Fall
2023-09-10,Nebraska,Wheat,Mature,Cultural Control,Fall
2023-09-11,Nebraska,Rice,Flowering,Cultural Control,Fall
2023-09-12,Nebraska,Rice,Flowering,Biological Control,Fall
2023-09-13,Nebraska,Wheat,Seedling,No Control,Fall
2023-09-14,Nebraska,Wheat,Flowering,No Control,Fall
2023-09-15,Nebraska,Corn,Seedling,Cultural Control,Fall
2023-09-16,Nebraska,Soybeans,Flowering,Cultural Control,Fall
2023-09-17,Nebraska,Cotton,Seedling,No Control,Fall
2023-09-18,Nebraska,Soybeans,Flowering,Chemical Control,Fall
2023-09-19,Nebraska,Soybeans,Seedling,Biological Control,Fall
2023-09-20,Nebraska,Wheat,Mature,No Control,Fall
2023-09-21,Nebraska,Soybeans,Fruiting,Biological Control,Fall
2023-09-22,Nebraska,Cotton,Seedling,Biological Control,Fall
2023-09-23,Nebraska,Soybeans,Vegetative,Chemical Control,Fall
2023-09-24,Nebraska,Soybeans,Vegetative,Chemical Control,Fall
2023-09-25,Nebraska,Soybeans,Vegetative,Chemical Control,Fall
2023-09-26,Nebraska,Wheat,Flowering,No Control,Fall
2023-09-27,Nebraska,Rice,Seedling,No Control,Fall
2023-09-28,Nebraska,Wheat,Mature,Biological Control,Fall
2023-09-29,Nebraska,Corn,Flowering,Chemical Control,Fall
2023-09-30,Nebraska,Cotton,Fruiting,Biological Control,Fall
2023-10-01,Nebraska,Soybeans,Fruiting,No Control,Fall
2023-10-02,Nebraska,Soybeans,Vegetative,No Control,Fall
2023-10-03,Nebraska,Rice,Flowering,Cultural Control,Fall
2023-10-04,Nebraska,Cotton,Fruiting,Biological Control,Fall
2023-10-05,Nebraska,Wheat,Fruiting,No Control,Fall
2023-10-06,Nebraska,Wheat,Seedling,Cultural Control,Fall
2023-10-07,Nebraska,Corn,Fruiting,Cultural Control,Fall
2023-10-08,Nebraska,Soybeans,Seedling,No Control,Fall
2023-10-09,Nebraska,Soybeans,Flowering,Chemical Control,Fall
2023-10-10,Nebraska,Corn,Vegetative,Cultural Control,Fall
2023-10-11,Nebraska,Corn,Flowering,No Control,Fall
2023-10-12,Nebraska,Cotton,Vegetative,Cultural Control,Fall
2023-10-13,Nebraska,Soybeans,Flowering,Biological Control,Fall
2023-10-14,Nebraska,Soybeans,Fruiting,Cultural Control,Fall
2023-10-15,Nebraska,Wheat,Mature,Cultural Control,Fall
2023-10-16,Nebraska,Soybeans,Mature,Biological Control,Fall
2023-10-17,Nebraska,Cotton,Vegetative,No Control,Fall
2023-10-18,Nebraska,Cotton,Mature,Cultural Control,Fall
2023-10-19,Nebraska,Rice,Vegetative,No Control,Fall
2023-10-20,Nebraska,Cotton,Vegetative,Biological Control,Fall
2023-10-21,Nebraska,Cotton,Flowering,Chemical Control,Fall
2023-10-22,Nebraska,Corn,Flowering,No Control,Fall
2023-10-23,Nebraska,Corn,Flowering,Cultural Control,Fall
2023-10-24,Nebraska,Wheat,Flowering,Cultural Control,Fall
2023-10-25,Nebraska,Rice,Vegetative,No Control,Fall
2023-10-26,Nebraska,Rice,Flowering,Cultural Control,Fall
2023-10-27,Nebraska,Wheat,Vegetative,Chemical Control,Fall
2023-10-28,Nebraska,Soybeans,Fruiting,Biological Control,Fall
2023-10-29,Nebraska,Cotton,Fruiting,Biological Control,Fall
2023-10-30,Nebraska,Soybeans,Vegetative,Biological Control,Fall
2023-10-31,Nebraska,Cotton,Vegetative,No Control,Fall
2023-11-01,Nebraska,Cotton,Vegetative,No Control,Fall
2023-11-02,Nebraska,Cotton,Flowering,Biological Control,Fall
2023-11-03,Nebraska,Corn,Vegetative,Chemical Control,Fall
2023-11-04,Nebraska,Rice,Flowering,Chemical Control,Fall
2023-11-05,Nebraska,Rice,Vegetative,Cultural Control,Fall
2023-11-06,Nebraska,Soybeans,Mature,Chemical Control,Fall
2023-11-07,Nebraska,Wheat,Mature,Biological Control,Fall
2023-11-08,Nebraska,Wheat,Mature,Biological Control,Fall
2023-11-09,Nebraska,Cotton,Fruiting,No Control,Fall
2023-11-10,Nebraska,Rice,Mature,Cultural Control,Fall
2023-11-11,Nebraska,Rice,Mature,Cultural Control,Fall
2023-11-12,Nebraska,Rice,Vegetative,Biological Control,Fall
2023-11-13,Nebraska,Corn,Fruiting,Cultural Control,Fall
2023-11-14,Nebraska,Cotton,Mature,Chemical Control,Fall
2023-11-15,Nebraska,Corn,Seedling,No Control,Fall
