Date,Temperature,Humidity,Rainfall,Wind_Speed,Location,Drought,Month_weather,Season_weather,pH,Nitrogen,Phosphorus,Potassium,Moisture,Month_soil,Season_soil,Soil_Moisture_Category,Weather_Soil_Combination,Month,State,Pest,Month_pest
2023-08-26,23.94822524404011,76.42956219975613,1.2059749929573007,16.82126308514933,Illinois,0,8,Summer,5.703116753564462,68.2296067151667,34.51086570722517,185.70379878202655,19.02006081508376,8,Summer,Very Dry,Very Dry_Cool,8,Illinois,Armyworms,8
2023-08-26,23.94822524404011,76.42956219975613,1.2059749929573007,16.82126308514933,Illinois,0,8,Summer,5.703116753564462,68.2296067151667,34.51086570722517,185.70379878202655,19.02006081508376,8,Summer,Very Dry,Very Dry_Cool,8,Illinois,Cutworms,8
2023-09-03,10.901280236847004,76.90415735211315,1.818099784056721,10.138837590205338,Illinois,0,9,Summer,5.709161929535657,1.90157155742674,1.7852964287830675,254.9597766936855,20.2433887404351,9,Summer,Dry,Dry_Cool,9,Illinois,Aphids,9
2023-09-04,10.2002740764183,76.15118163132502,0.9307244422268056,4.030605695277794,Illinois,0,9,Summer,6.724851101345038,20.279884180387054,0.7534638045410214,56.75591211318836,18.557903817601076,9,Summer,Very Dry,Very Dry_Cool,9,Illinois,Corn Rootworm,9
2023-09-04,10.2002740764183,76.15118163132502,0.9307244422268056,4.030605695277794,Illinois,0,9,Summer,6.724851101345038,20.279884180387054,0.7534638045410214,56.75591211318836,18.557903817601076,9,Summer,Very Dry,Very Dry_Cool,9,Illinois,Armyworms,9
2023-09-09,10.145924091444174,38.15606661679344,7.322329824619741,16.099683078945358,Illinois,0,9,Summer,6.888297061079887,53.85998700875633,38.6114178863717,140.91905314174474,36.08194381381101,9,Summer,Dry,Dry_Cool,9,Illinois,Aphids,9
2023-09-12,24.709052206801125,36.190268934260494,0.2056358016514267,18.26512095087521,Illinois,0,9,Summer,7.464268011874717,45.99075795061327,8.051187205761002,20.837933954574066,19.66799330616817,9,Summer,Very Dry,Very Dry_Cool,9,Illinois,Armyworms,9
2023-09-14,12.77286156201585,51.45470875881303,2.39157878399861,13.829457862384416,Illinois,0,9,Summer,7.463777115439729,41.5378402215205,54.739793393023774,254.15825358143283,10.522316281554165,9,Summer,Very Dry,Very Dry_Cool,9,Illinois,Japanese Beetle,9
2023-09-16,17.605859054817945,54.99101324885616,4.031427223765214,18.208864217822477,Illinois,0,9,Summer,6.102892163242146,23.39949759025669,86.72932362975834,26.17592827445565,36.495835548730696,9,Summer,Dry,Dry_Cool,9,Illinois,Aphids,9
2023-09-16,17.605859054817945,54.99101324885616,4.031427223765214,18.208864217822477,Illinois,0,9,Summer,6.102892163242146,23.39949759025669,86.72932362975834,26.17592827445565,36.495835548730696,9,Summer,Dry,Dry_Cool,9,Illinois,Armyworms,9
2023-09-21,10.124244481136154,62.35347809482523,9.64682560914561,14.577107998008138,Illinois,0,9,Summer,7.301306999204406,55.06097512929201,44.12357138599163,272.04512558824234,25.52512828007561,9,Summer,Dry,Dry_Cool,9,Illinois,Cutworms,9
2023-09-23,34.7966740212878,71.97304709658505,7.229304342660142,2.896306603075302,Illinois,0,9,Summer,7.471170747477016,25.625381443128116,15.962544632306477,46.80106594281859,27.42692726269757,9,Summer,Dry,Dry_Hot,9,Illinois,Cutworms,9
2023-09-26,24.85245466185499,54.29357991975604,2.545308559704406,13.209325936523436,Illinois,0,9,Summer,7.4935916149261885,15.80293047063015,18.34603669398912,127.52197178680284,38.44092252284021,9,Summer,Dry,Dry_Cool,9,Illinois,Cutworms,9
2023-09-27,24.13651969144293,45.14846180136216,2.335742508302837,13.906411843907556,Illinois,0,9,Summer,7.349873042568628,93.97956277825725,40.063971172454856,98.9258289135948,13.466488740640552,9,Summer,Very Dry,Very Dry_Cool,9,Illinois,Armyworms,9
2023-09-27,24.13651969144293,45.14846180136216,2.335742508302837,13.906411843907556,Illinois,0,9,Summer,7.349873042568628,93.97956277825725,40.063971172454856,98.9258289135948,13.466488740640552,9,Summer,Very Dry,Very Dry_Cool,9,Illinois,Corn Rootworm,9
2023-09-30,17.027225782827603,35.14579084425358,0.3658626865002731,19.4376256763362,Illinois,0,9,Summer,7.142633269040821,99.68160023857445,29.726981363028937,168.87431050435347,37.47197078021745,9,Summer,Dry,Dry_Cool,9,Illinois,Japanese Beetle,9
2023-10-02,13.372959333048062,64.12000283502897,2.952193809464343,3.964246842189017,Illinois,0,10,Fall,5.774990471264559,27.226189053733908,97.862847236053,32.13442982231556,26.30499193291857,10,Fall,Dry,Dry_Cool,10,Illinois,Aphids,10
2023-10-02,13.372959333048062,64.12000283502897,2.952193809464343,3.964246842189017,Illinois,0,10,Fall,5.774990471264559,27.226189053733908,97.862847236053,32.13442982231556,26.30499193291857,10,Fall,Dry,Dry_Cool,10,Illinois,Corn Rootworm,10
2023-10-03,11.033974610553344,67.90077123393252,3.6496447867534174,2.3510131420070546,Illinois,0,10,Fall,7.140031903550803,81.97398310060213,60.10808623109254,246.89901359272423,18.669199579682733,10,Fall,Very Dry,Very Dry_Cool,10,Illinois,Cutworms,10
2023-10-03,11.033974610553344,67.90077123393252,3.6496447867534174,2.3510131420070546,Illinois,0,10,Fall,7.140031903550803,81.97398310060213,60.10808623109254,246.89901359272423,18.669199579682733,10,Fall,Very Dry,Very Dry_Cool,10,Illinois,Corn Rootworm,10
2023-10-06,12.852344407425946,51.30057088928443,0.2321844322365042,14.965953753177487,Illinois,0,10,Fall,6.624812603139121,26.58810230049211,37.08750063231413,110.38658593377149,12.331499256371238,10,Fall,Very Dry,Very Dry_Cool,10,Illinois,Aphids,10
2023-10-06,12.852344407425946,51.30057088928443,0.2321844322365042,14.965953753177487,Illinois,0,10,Fall,6.624812603139121,26.58810230049211,37.08750063231413,110.38658593377149,12.331499256371238,10,Fall,Very Dry,Very Dry_Cool,10,Illinois,Aphids,10
2023-10-07,11.554562961454058,42.189681599173895,10.99146839218124,3.9170426284513695,Illinois,0,10,Fall,7.436894871076323,2.9837485481026604,69.26158431148754,117.66193045905672,33.38215144639729,10,Fall,Dry,Dry_Cool,10,Illinois,Armyworms,10
2023-10-08,29.34757119885703,34.221728964636654,10.394793322508454,18.127604611700047,Illinois,0,10,Fall,5.729061895454105,70.3378449086937,63.43233945066656,167.3209682667394,12.71939211089229,10,Fall,Very Dry,Very Dry_Hot,10,Illinois,Japanese Beetle,10
2023-10-08,29.34757119885703,34.221728964636654,10.394793322508454,18.127604611700047,Illinois,0,10,Fall,5.729061895454105,70.3378449086937,63.43233945066656,167.3209682667394,12.71939211089229,10,Fall,Very Dry,Very Dry_Hot,10,Illinois,Cutworms,10
2023-10-09,34.270760393882256,83.27386307345779,3.058137101058675,1.5841404539813442,Illinois,0,10,Fall,6.751375444581927,69.86150185287752,91.05355310492456,194.7169502498467,18.05234150788497,10,Fall,Very Dry,Very Dry_Hot,10,Illinois,Corn Rootworm,10
2023-10-10,18.02655237791068,75.46395146264027,0.2964848493006728,3.762879884427799,Illinois,0,10,Fall,5.566970071882017,66.39391167609578,66.35327033969058,59.64229268472167,15.37055461351675,10,Fall,Very Dry,Very Dry_Cool,10,Illinois,Corn Rootworm,10
2023-10-13,32.43238511955121,57.12264579281607,0.3009844827911785,14.647671960786608,Illinois,0,10,Fall,5.693660488080735,24.637315707197025,11.453462946571868,195.2675800161746,38.17632186518563,10,Fall,Dry,Dry_Hot,10,Illinois,Corn Rootworm,10
2023-10-14,24.690451166166596,48.59349404291086,8.723688646462392,15.805837347256585,Illinois,0,10,Fall,6.3524689475900935,62.02370709385073,19.12717364235724,257.4371400669793,14.85155160563264,10,Fall,Very Dry,Very Dry_Cool,10,Illinois,Japanese Beetle,10
2023-10-15,30.051119434729834,37.55539084124534,1.4231742248951536,1.8981003803311116,Illinois,0,10,Fall,7.076697902261381,62.23037857665531,37.42385544740131,282.2725889560336,21.655633458994373,10,Fall,Dry,Dry_Hot,10,Illinois,Corn Rootworm,10
2023-10-16,21.68539365671082,73.72932084960485,6.819403733694531,9.454039729057175,Illinois,0,10,Fall,5.99754026657938,95.36592264347634,49.11273432843865,167.4073013740175,18.09132560395385,10,Fall,Very Dry,Very Dry_Cool,10,Illinois,Aphids,10
2023-10-16,21.68539365671082,73.72932084960485,6.819403733694531,9.454039729057175,Illinois,0,10,Fall,5.99754026657938,95.36592264347634,49.11273432843865,167.4073013740175,18.09132560395385,10,Fall,Very Dry,Very Dry_Cool,10,Illinois,Aphids,10
2023-10-20,17.788742622725998,35.294797171859905,15.936449455359877,12.817408040004086,Illinois,0,10,Fall,6.773463931567342,95.68915243777704,56.23778496294523,213.64006746219076,31.59368952549782,10,Fall,Dry,Dry_Cool,10,Illinois,Armyworms,10
2023-10-21,14.986314746103156,62.18178935008523,1.348030057112345,15.333239972566052,Illinois,0,10,Fall,7.119220912340744,40.21816180971122,97.99841969358208,117.3185739930559,33.50754789523951,10,Fall,Dry,Dry_Cool,10,Illinois,Armyworms,10
2023-10-23,31.70127612089288,47.30701283546629,1.7335836437196073,16.916867833138305,Illinois,0,10,Fall,6.696255568412135,34.125260780057665,0.2915554830646316,80.34144868571603,37.567338019034445,10,Fall,Dry,Dry_Hot,10,Illinois,Japanese Beetle,10
2023-10-24,23.03231340481753,82.63091887350106,15.936449455359877,14.83779020532096,Illinois,0,10,Fall,6.442321106460017,93.5836178282985,73.46197229746194,136.2922718079459,16.173413291487186,10,Fall,Very Dry,Very Dry_Cool,10,Illinois,Aphids,10
2023-10-24,23.03231340481753,82.63091887350106,15.936449455359877,14.83779020532096,Illinois,0,10,Fall,6.442321106460017,93.5836178282985,73.46197229746194,136.2922718079459,16.173413291487186,10,Fall,Very Dry,Very Dry_Cool,10,Illinois,Cutworms,10
2023-10-26,18.302707835058023,65.24738609785176,3.53249192788984,10.14397260935134,Illinois,0,10,Fall,6.684801818206485,11.71940154391894,39.96393540658622,61.941933354329535,32.17657328383199,10,Fall,Dry,Dry_Cool,10,Illinois,Armyworms,10
2023-10-27,19.136240325251624,72.71993798561009,0.2079881236428593,6.991016757981996,Illinois,0,10,Fall,7.001940299804778,11.443417336557427,58.42287562987192,74.25650571868269,26.699424230804144,10,Fall,Dry,Dry_Cool,10,Illinois,Aphids,10
2023-11-01,13.420797251225782,48.67022301963726,9.125721506033726,14.42629531022948,Illinois,0,11,Fall,7.304452793806167,8.366554917953351,34.18911549498688,146.16064456349,18.35898460671342,11,Fall,Very Dry,Very Dry_Cool,11,Illinois,Armyworms,11
2023-11-02,17.058620503282054,75.56675259582168,9.48811883983285,14.100736322584437,Illinois,0,11,Fall,6.299553842679304,39.28607842555579,69.50305750290022,217.90426977684484,17.22434341649643,11,Fall,Very Dry,Very Dry_Cool,11,Illinois,Cutworms,11
2023-11-05,14.920604454036436,73.39724600228153,3.198322274140622,7.904020486519656,Illinois,0,11,Fall,6.582550257574558,36.83073333003685,34.237069512608464,191.5463066374433,17.57950900671969,11,Fall,Very Dry,Very Dry_Cool,11,Illinois,Armyworms,11
2023-11-06,28.57186557558507,68.3869742821899,1.5365596547755094,7.989032581485587,Illinois,0,11,Fall,6.1762371863779535,35.97997470797396,38.25964853094379,52.54022634997241,32.80504370434828,11,Fall,Dry,Dry_Hot,11,Illinois,Corn Rootworm,11
2023-11-06,28.57186557558507,68.3869742821899,1.5365596547755094,7.989032581485587,Illinois,0,11,Fall,6.1762371863779535,35.97997470797396,38.25964853094379,52.54022634997241,32.80504370434828,11,Fall,Dry,Dry_Hot,11,Illinois,Cutworms,11
2023-11-09,10.77296322645215,75.39068614880536,5.743241284094076,1.3445997566361134,Illinois,0,11,Fall,6.437333734196677,63.65156959966769,49.747605996167145,262.3887084475946,30.778573495092964,11,Fall,Dry,Dry_Cool,11,Illinois,Japanese Beetle,11
2023-11-09,10.77296322645215,75.39068614880536,5.743241284094076,1.3445997566361134,Illinois,0,11,Fall,6.437333734196677,63.65156959966769,49.747605996167145,262.3887084475946,30.778573495092964,11,Fall,Dry,Dry_Cool,11,Illinois,Corn Rootworm,11
2023-11-10,26.28118253143312,41.15385188967485,11.879581224882976,16.53526482322829,Illinois,0,11,Fall,7.33131853016764,19.22445942222961,32.01909519404725,137.62779515376238,35.36293492151292,11,Fall,Dry,Dry_Hot,11,Illinois,Armyworms,11
2023-11-11,33.9060752972434,83.89486206933645,3.626422486442997,14.555289287259496,Illinois,0,11,Fall,6.572412013351771,35.89242688727826,35.56578958447155,70.33682709057967,15.698649968246734,11,Fall,Very Dry,Very Dry_Hot,11,Illinois,Japanese Beetle,11
2023-11-13,23.46401961752985,53.8053067897194,0.3834263879405106,0.49817679831057,Illinois,0,11,Fall,5.5885632539737164,75.81643475309423,77.31801515349119,160.06613462292185,27.78985610135099,11,Fall,Dry,Dry_Cool,11,Illinois,Corn Rootworm,11
2023-11-16,17.58662173925388,60.91607374412548,2.207756302203173,19.062210228294934,Illinois,0,11,Fall,6.487543739303142,71.50778138516881,73.19596512728003,251.7235081458033,10.822887137581208,11,Fall,Very Dry,Very Dry_Cool,11,Illinois,Corn Rootworm,11
2023-11-17,24.343336196364817,62.9105639886129,10.99166284983136,18.17903927198588,Illinois,0,11,Fall,6.156475839479572,78.36943190824532,86.13611087812927,226.0534741347949,36.23158313893735,11,Fall,Dry,Dry_Cool,11,Illinois,Aphids,11
2023-11-18,30.872943445893423,38.51758206213787,11.726298869373606,11.224035073209771,Illinois,0,11,Fall,6.520220771187448,59.51399840186856,32.461650073727746,227.09070879995457,27.897427622941198,11,Fall,Dry,Dry_Hot,11,Illinois,Aphids,11
2023-11-19,25.27846424376039,43.38251076159101,3.138529809504236,9.356580250622311,Illinois,0,11,Fall,5.504265612243176,78.15735959151925,5.219326805803959,105.65783615475075,20.412175502466923,11,Fall,Dry,Dry_Hot,11,Illinois,Armyworms,11
2023-11-20,34.33113168663509,62.41522049663178,15.860750161861828,8.93007144569036,Illinois,0,11,Fall,6.8927692721034,12.988085260540728,60.28008735359367,183.08218423551324,23.587962219382103,11,Fall,Dry,Dry_Hot,11,Illinois,Aphids,11
2023-11-20,34.33113168663509,62.41522049663178,15.860750161861828,8.93007144569036,Illinois,0,11,Fall,6.8927692721034,12.988085260540728,60.28008735359367,183.08218423551324,23.587962219382103,11,Fall,Dry,Dry_Hot,11,Illinois,Armyworms,11
2023-11-21,29.12057604853072,46.40413468787117,7.209567148250606,4.415013260087434,Illinois,0,11,Fall,5.6995465017976406,31.65842913619895,55.55296350685916,201.770085344598,13.42397260194193,11,Fall,Very Dry,Very Dry_Hot,11,Illinois,Cutworms,11
2023-11-22,14.242748470218938,83.27761432155154,5.0902917013614974,0.3474435631614692,Illinois,0,11,Fall,5.782650263590433,98.10742789779457,19.31586313018868,174.96203941705386,26.750865473668632,11,Fall,Dry,Dry_Cool,11,Illinois,Corn Rootworm,11
2023-11-22,14.242748470218938,83.27761432155154,5.0902917013614974,0.3474435631614692,Illinois,0,11,Fall,5.782650263590433,98.10742789779457,19.31586313018868,174.96203941705386,26.750865473668632,11,Fall,Dry,Dry_Cool,11,Illinois,Cutworms,11
2023-11-23,31.863948061061656,77.09663479640885,11.556417852306264,16.19390460791313,Illinois,0,11,Fall,7.364190605493586,0.2635407536839662,67.95070626457593,148.11538800596887,20.79076659652174,11,Fall,Dry,Dry_Hot,11,Illinois,Japanese Beetle,11
2023-11-25,34.78579308225984,54.42477036969022,4.196858323029033,18.51896660649264,Illinois,0,11,Fall,7.2034542973525575,81.19379341311857,99.33174990314818,267.8886944581133,12.874871401749491,11,Fall,Very Dry,Very Dry_Hot,11,Illinois,Japanese Beetle,11
2023-11-29,11.517819669621668,88.32877655227622,0.3474454112059281,7.968520611550407,Illinois,0,11,Fall,7.001652933265008,85.99162667195556,23.26203847184075,176.2881362688771,38.2694283613021,11,Fall,Dry,Dry_Cool,11,Illinois,Cutworms,11
2023-12-02,18.080920269494086,77.15692039843327,4.33099296317614,0.8050255132800221,Illinois,0,12,Fall,6.254700947648033,52.00521723787316,65.46233413842693,268.5147585756437,10.96130959461,12,Fall,Very Dry,Very Dry_Cool,12,Illinois,Cutworms,12
2023-12-02,18.080920269494086,77.15692039843327,4.33099296317614,0.8050255132800221,Illinois,0,12,Fall,6.254700947648033,52.00521723787316,65.46233413842693,268.5147585756437,10.96130959461,12,Fall,Very Dry,Very Dry_Cool,12,Illinois,Japanese Beetle,12
2023-12-05,10.95780546630235,77.39022723028296,0.174276730478614,15.486553265090649,Illinois,0,12,Fall,6.240202931486117,93.9369439661007,81.40508983392021,163.15570819411317,39.92786057298455,12,Fall,Dry,Dry_Cool,12,Illinois,Armyworms,12
2023-12-06,29.35870000967733,37.85770128853371,11.250415789698234,19.3873459863226,Illinois,0,12,Fall,5.612862587869673,71.05739509714981,0.1279123301049289,72.24519035407883,11.71437963977032,12,Fall,Very Dry,Very Dry_Hot,12,Illinois,Cutworms,12
2023-12-06,29.35870000967733,37.85770128853371,11.250415789698234,19.3873459863226,Illinois,0,12,Fall,5.612862587869673,71.05739509714981,0.1279123301049289,72.24519035407883,11.71437963977032,12,Fall,Very Dry,Very Dry_Hot,12,Illinois,Corn Rootworm,12
2023-12-07,27.30780515517673,60.73532498631807,8.812961987990995,3.2669024418979187,Illinois,0,12,Fall,6.102220845411097,39.91924482165757,91.38078679982338,37.6807202287696,30.68886835375071,12,Fall,Dry,Dry_Hot,12,Illinois,Corn Rootworm,12
2023-12-10,28.624358946481884,74.91574522086455,0.7439669756670977,1.6361263424958228,Illinois,0,12,Fall,7.440055353372644,60.16798559174019,43.21403696365592,266.16408324909514,10.96134060394738,12,Fall,Very Dry,Very Dry_Hot,12,Illinois,Corn Rootworm,12
2023-12-11,12.201534221342058,63.32862467393736,10.46452247635898,5.963418804059639,Illinois,0,12,Fall,5.897345961259204,85.21708179657867,89.47242722340972,152.108909683084,27.196733709288782,12,Fall,Dry,Dry_Cool,12,Illinois,Aphids,12
2023-12-11,12.201534221342058,63.32862467393736,10.46452247635898,5.963418804059639,Illinois,0,12,Fall,5.897345961259204,85.21708179657867,89.47242722340972,152.108909683084,27.196733709288782,12,Fall,Dry,Dry_Cool,12,Illinois,Japanese Beetle,12
2023-12-12,16.71232212492705,44.56361325057166,0.9573769988617236,19.3900386106921,Illinois,0,12,Fall,6.534321203073569,38.25556806586555,38.52323310073036,68.20430269035745,22.18875888505179,12,Fall,Dry,Dry_Cool,12,Illinois,Japanese Beetle,12
2023-12-21,34.63183625812485,78.94387344977902,1.98324087570372,14.823381588535064,Illinois,0,12,Fall,6.36443941485594,69.73624834466395,16.6635464130657,145.6714580832959,11.050047933798584,12,Fall,Very Dry,Very Dry_Hot,12,Illinois,Cutworms,12
2023-12-24,30.82413454437233,74.13788206573201,15.936449455359877,12.061428893928689,Illinois,0,12,Fall,5.637195771335437,66.79975865063741,7.796337755182536,23.273767029534408,37.70396704620816,12,Fall,Dry,Dry_Hot,12,Illinois,Aphids,12
2023-12-25,22.677399706956493,76.34676984413971,4.405361498461218,3.051858708476109,Illinois,0,12,Fall,6.353597159736635,98.5101868053446,43.12499813904781,220.1966012502561,17.424784064355116,12,Fall,Very Dry,Very Dry_Cool,12,Illinois,Aphids,12
2023-12-25,22.677399706956493,76.34676984413971,4.405361498461218,3.051858708476109,Illinois,0,12,Fall,6.353597159736635,98.5101868053446,43.12499813904781,220.1966012502561,17.424784064355116,12,Fall,Very Dry,Very Dry_Cool,12,Illinois,Corn Rootworm,12
2023-12-26,34.26082697260662,47.92030250257677,3.6399780429206094,8.230538901404682,Illinois,0,12,Fall,6.35934212626352,23.75644469213635,7.653757277298112,204.00337926815925,29.412384023859595,12,Fall,Dry,Dry_Hot,12,Illinois,Corn Rootworm,12
2023-12-27,15.358097042854762,65.19828923494649,1.9366078943192293,15.178426133801665,Illinois,0,12,Fall,6.9350477782524615,37.80015118909203,11.382289264982838,216.7065920312093,26.411358787423392,12,Fall,Dry,Dry_Cool,12,Illinois,Cutworms,12
2023-12-30,22.035670207759736,40.836979121570735,0.9924006273497832,9.973925411357774,Illinois,0,12,Fall,7.333908963582045,2.6121640046379624,48.44542182858233,253.50119093772503,16.488380519970644,12,Fall,Very Dry,Very Dry_Cool,12,Illinois,Armyworms,12
2023-01-02,25.997273126669327,74.71058907189718,1.1908126766394955,18.51774089867,Nebraska,0,1,Winter,6.419014709622541,42.695752184617575,47.403929941151546,153.73171166907696,26.352232041373703,1,Winter,Dry,Dry_Hot,1,Nebraska,Aphids,1
2023-01-03,24.7114715325002,45.72689725680565,0.3272297621162873,4.3980770667086055,Nebraska,0,1,Winter,7.413275524486009,34.118888720913,69.34664433636877,75.6331649198835,21.105792938239,1,Winter,Dry,Dry_Cool,1,Nebraska,Corn Rootworm,1
2023-01-07,11.082404197569858,89.79707759278128,10.894720812120596,6.583627355193473,Nebraska,0,1,Winter,7.242577426093811,74.39265601266601,55.00497338040381,175.23173188830776,12.631197591297038,1,Winter,Very Dry,Very Dry_Cool,1,Nebraska,Aphids,1
2023-01-08,31.947534033555456,42.28499213291637,0.9740875235669756,13.943847766314946,Nebraska,0,1,Winter,6.513480943600598,73.1465996430868,43.1046527950588,185.4844624256586,23.784911426021228,1,Winter,Dry,Dry_Hot,1,Nebraska,Armyworms,1
2023-01-08,31.947534033555456,42.28499213291637,0.9740875235669756,13.943847766314946,Nebraska,0,1,Winter,6.513480943600598,73.1465996430868,43.1046527950588,185.4844624256586,23.784911426021228,1,Winter,Dry,Dry_Hot,1,Nebraska,Armyworms,1
2023-01-08,31.947534033555456,42.28499213291637,0.9740875235669756,13.943847766314946,Nebraska,0,1,Winter,6.513480943600598,73.1465996430868,43.1046527950588,185.4844624256586,23.784911426021228,1,Winter,Dry,Dry_Hot,1,Nebraska,Cutworms,1
2023-01-09,14.676095728680686,35.204291253822646,2.6979178610436616,5.295614384292698,Nebraska,0,1,Winter,6.784468180078969,17.81804314450387,24.785831132703414,20.669424384796287,38.0170290763218,1,Winter,Dry,Dry_Cool,1,Nebraska,Aphids,1
2023-01-12,12.5426154443989,85.77336150857403,0.4273339848835355,13.88051021765822,Nebraska,0,1,Winter,7.378821524484843,45.73073602742516,86.06018967986658,281.79073400721586,30.967908250241408,1,Winter,Dry,Dry_Cool,1,Nebraska,Japanese Beetle,1
2023-01-15,17.00901092163038,60.737125175788805,10.38075551300717,14.001163419817598,Nebraska,0,1,Winter,7.233938679350812,37.52583849556215,92.48312325679107,142.6800929394444,24.459143352798925,1,Winter,Dry,Dry_Cool,1,Nebraska,Aphids,1
2023-01-16,30.92963277314311,36.93619408173067,0.9247903887708796,8.027349101557848,Nebraska,0,1,Winter,5.590674506954387,62.79560946998214,50.03319418782352,40.2151502618005,28.652996434142025,1,Winter,Dry,Dry_Hot,1,Nebraska,Japanese Beetle,1
2023-01-19,13.2337535362966,60.94980136545304,2.643888411646946,6.663030892905608,Nebraska,0,1,Winter,6.822046986143735,43.732160981246025,33.0262183806462,227.6053778755173,39.82534786143973,1,Winter,Dry,Dry_Cool,1,Nebraska,Corn Rootworm,1
2023-01-19,13.2337535362966,60.94980136545304,2.643888411646946,6.663030892905608,Nebraska,0,1,Winter,6.822046986143735,43.732160981246025,33.0262183806462,227.6053778755173,39.82534786143973,1,Winter,Dry,Dry_Cool,1,Nebraska,Cutworms,1
2023-01-22,26.52390145858448,37.9696314260036,2.9386829427711083,12.128788638427212,Nebraska,0,1,Winter,6.299280245102825,57.87326854265847,95.17491826792217,199.52433601938856,31.563227366804483,1,Winter,Dry,Dry_Hot,1,Nebraska,Aphids,1
2023-01-25,13.063916592786686,66.80403763774966,1.3690149192088126,17.169601912435713,Nebraska,0,1,Winter,7.3798584517473,57.75045195159183,5.208731151256973,190.7262354148483,18.74833588413492,1,Winter,Very Dry,Very Dry_Cool,1,Nebraska,Corn Rootworm,1
2023-01-27,21.561727844734847,53.565242220051104,6.0034784377879244,3.1122444028845164,Nebraska,0,1,Winter,7.154744761163874,39.48306253383307,12.041697583648135,57.24209290155732,33.850866504911,1,Winter,Dry,Dry_Cool,1,Nebraska,Aphids,1
2023-01-30,14.76055731689746,81.82033708698094,2.114999349932644,18.01663744049451,Nebraska,0,1,Winter,6.572382998075956,46.05035107444839,55.8463614989235,253.34284825599664,28.212655740542854,1,Winter,Dry,Dry_Cool,1,Nebraska,Armyworms,1
2023-02-03,12.953434356842155,67.36702960414692,2.861123274095087,17.148598500468573,Nebraska,0,2,Winter,6.852747862290194,94.47690533104854,86.14226799114697,30.82390816343488,19.929012788273702,2,Winter,Very Dry,Very Dry_Cool,2,Nebraska,Japanese Beetle,2
2023-02-03,12.953434356842155,67.36702960414692,2.861123274095087,17.148598500468573,Nebraska,0,2,Winter,6.852747862290194,94.47690533104854,86.14226799114697,30.82390816343488,19.929012788273702,2,Winter,Very Dry,Very Dry_Cool,2,Nebraska,Aphids,2
2023-02-04,15.40316396882578,60.21077189186552,1.1185986775035972,12.990621672479572,Nebraska,0,2,Winter,6.0550534033606285,42.6363352346074,85.89647589170839,93.44549331761984,29.31701699501916,2,Winter,Dry,Dry_Cool,2,Nebraska,Armyworms,2
2023-02-05,20.26591695154192,79.22037616829924,4.209777153194353,7.36678820348539,Nebraska,0,2,Winter,6.189211411228573,8.217652958718503,8.149137951168072,106.17662659544072,23.87732736849972,2,Winter,Dry,Dry_Cool,2,Nebraska,Corn Rootworm,2
2023-02-07,25.831216084453693,82.90773801958288,14.24373242615262,6.679096966535349,Nebraska,0,2,Winter,5.850052828832294,15.863581527604907,85.92574447416614,252.17442154047816,27.774620626833045,2,Winter,Dry,Dry_Hot,2,Nebraska,Corn Rootworm,2
2023-02-07,25.831216084453693,82.90773801958288,14.24373242615262,6.679096966535349,Nebraska,0,2,Winter,5.850052828832294,15.863581527604907,85.92574447416614,252.17442154047816,27.774620626833045,2,Winter,Dry,Dry_Hot,2,Nebraska,Aphids,2
2023-02-12,17.646716692843693,56.94542910473502,2.952961104799579,16.787245282966914,Nebraska,0,2,Winter,6.86964792994178,90.18495278482273,51.243591738617326,118.362750297229,11.207927603571772,2,Winter,Very Dry,Very Dry_Cool,2,Nebraska,Corn Rootworm,2
2023-02-15,23.833970704936824,79.7441194138772,0.6037140190436167,15.950127975342395,Nebraska,0,2,Winter,5.600319725435977,57.05269943986488,32.02800336076791,94.70329499348502,25.94946687449297,2,Winter,Dry,Dry_Cool,2,Nebraska,Aphids,2
2023-02-19,18.68073254127369,78.22216760108233,2.8258242208694724,6.791860923329258,Nebraska,0,2,Winter,7.458993744353904,26.77977183622844,41.35333547436909,43.54503041724376,16.604789511948077,2,Winter,Very Dry,Very Dry_Cool,2,Nebraska,Corn Rootworm,2
2023-02-21,16.473113635203916,53.93422538368606,1.3299553165527709,7.305218359475125,Nebraska,0,2,Winter,6.902148193281205,96.53203194934532,66.02427075714179,88.86443482429314,38.29432077258397,2,Winter,Dry,Dry_Cool,2,Nebraska,Japanese Beetle,2
2023-02-24,17.7048249639356,42.21816450758131,8.170184548105702,1.847619237478142,Nebraska,0,2,Winter,6.096040404025162,48.93312816346365,87.70809057960845,188.8619436626857,19.38119702124109,2,Winter,Very Dry,Very Dry_Cool,2,Nebraska,Corn Rootworm,2
2023-02-26,11.720104769990508,32.56324681768733,0.9763122863828664,19.946396352776414,Nebraska,0,2,Winter,5.627500810850782,87.02831731212692,73.22847141296342,95.40607866853694,28.7790095580373,2,Winter,Dry,Dry_Cool,2,Nebraska,Cutworms,2
2023-03-08,11.166054253346127,32.381953192596,5.260463350850843,6.279436652717322,Nebraska,0,3,Winter,6.623403015553736,75.53803349509866,5.98043567120018,139.5168710969642,37.30428394641885,3,Winter,Dry,Dry_Cool,3,Nebraska,Aphids,3
